Artist,Avg Tickets,Gross Sales,Territory,Agency,Location
Bret Michaels,"1,482","$66,936",North America,WME,
Bret Michaels,"1,482","$66,936",Worldwide,WME,
Brett Davis,,,Worldwide,ICM Partners,
Brett Dennen,468,"$12,179",North America,WME,
Brett Eldredge,"3,049","$163,766",Worldwide,Creative Artists Agency (Music),Los Angeles
Brett Gelman,,,Worldwide,ICM Partners,
Brett Gelman,,,North America,ICM Partners,
Brett Scallions,72,"$2,615",United States,TKO,
Brett Young,"3,022","$117,217",North America,WME,
Brevin Kim ,,,,TBA Agency,
Bri Steves,,,Worldwide,ICM Partners,
Bria Skonberg,241,"$7,396",Worldwide,International Music Network,
Brian Courtney Wilson,158,"$4,405",non-exclusive,Universal Attractions Agency,
Brian Culbertson,"1,020","$49,875",Worldwide,ICM Partners,
Brian D'Arcy James,,,Worldwide,Gersh,
Brian Fallon,938,"$28,368",North America,Creative Artists Agency (Music),Los Angeles
Brian Fallon,938,"$28,368",Worldwide ex. North America,UTA,
Brian Johnson,,,United States,WME,
Brian Kilmeade,474,"$19,250",North America,United Talent Agency - Beverly Hills,
Brian Kilmeade,474,"$19,250",North America,UTA,
Brian Littrell,,,North America,WME,
Brian McKnight,"1,140","$67,119",North America,Mint Talent Group,
Brian McOmber,,,Worldwide,WME,
Brian McOmber,,,Worldwide,WME,
Brian Moses,,,Worldwide,Gersh,
Brian Posehn,300,"$8,340",Worldwide,UTA - Comedy,
Brian Regan,"1,425","$74,159",Worldwide,Gersh,
Brian Setzer,,,North America,WME,
Brian Setzer Orchestra,"1,931","$124,769",Asia,WME,
Brian Setzer Orchestra,"1,931","$124,769",North America,WME,
Brian Setzer Trio,,,non-exclusive,WME,
Brian Setzer's Rockabilly Riot!,855,"$41,747",North America,WME,
Brian Stokes Mitchell,"1,243","$95,608",North America,Paradigm - NYC,
Brian Tyler,,,North America,United Talent Agency - Beverly Hills,
Brian Tyler,,,North America,UTA,
Brian Vander Ark,123,"$4,055",North America,Madison House,
Brian Wilson,"1,189","$105,824",North America,United Talent Agency - Beverly Hills,
Brian Wilson,"1,189","$105,824",North America,UTA,
Brian Wilson,"1,189","$105,824",Worldwide ex. North America,UTA,
Brian Wilson,"1,189","$105,824",North America,APA,
Brian Wright,,,North America,High Road Touring,
Brianna Mazzola,,,North America,United Talent Agency - Beverly Hills,
Brianna Mazzola,,,North America,UTA,
Brides of Funkenstein,,,Worldwide,Red Entertainment Agency,
Bridget Everett,419,"$16,807",North America,WME,
Bridget Jones's Diary In Concert,,,United Kingdom,WME,
Bridget Kearney,,,North America,Mongrel Music,
Bridget Kearney & Benjamin Lazar Davis,,,North America,Paradigm - NYC,
Bridget Samuels,,,Worldwide,WME,
Bridgit Mendler,,,North America,United Talent Agency - Beverly Hills,
Bridgit Mendler,,,North America,UTA,
Bridgit Mendler,,,Worldwide,UTA,
Bright Eyes,,,Worldwide,Ground Control Touring,
Bright Light Bright Light,47,"$1,085",North America,The M.O.B. Agency,
Brightness,,,"Australia, New Zealand",WME,
Brightness,,,"South America, North America",Ground Control Touring,
Bring Me The Horizon,"4,077","$185,622",Worldwide,United Talent Agency - Beverly Hills,
Bring Me The Horizon,"4,077","$185,622",Worldwide,UTA,
Briston Maroney,185,"$2,024",North America,Paradigm - Monterey,
Briston Maroney,185,"$2,024",North America,Paradigm - Nashville,
British Sea Power,,,"North America, Asia, Australia, South America",Ground Control Touring,
Britney Spears,"13,027","$1,624,600",Worldwide,Creative Artists Agency (Music),Los Angeles
Britpack,,,Worldwide,Skyline Artists Agency,
Britt Daniel,430,"$16,382",United States,WME,
Brittany Howard,"1,677","$79,567",North America,High Road Touring,
Brklyn,,,North America,Paradigm - Beverly Hills,
BRKN Love,84,"$1,071",North America,United Talent Agency - Beverly Hills,
BRKN Love,84,"$1,071",North America,UTA,
Bro Safari,"2,132","$85,790",Worldwide,United Talent Agency - Beverly Hills,
Bro Safari,"2,132","$85,790",Worldwide,UTA,
Broad City,,,North America,UTA - Comedy,
Broadside,298,"$4,735",North America,Sound Talent Group,
Broadway Princess Party,,,Worldwide,ICM Partners,
Broadway's Rock Of Ages Band,,,non-exclusive,Pyramid Entertainment Group,
Brockhampton,"2,865","$128,943",Worldwide,WME,
Brockmire Live,,,North America,WME,
Brodinski,,,"North America, South America",Paradigm - Nashville,
Brodka,,,North America,WME,
Brody Dalle,,,United States,WME,
Brohug,,,Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Brohug,,,Worldwide ex. UK/Europe,UTA,
Broken Arrow - The Music of Neil Young,382,"$10,244",North America,Brad Simon Organization,
Broken Bells,,,"Australia, Asia",WME,
Broken Bells,,,Europe,WME,
Broken Bells,,,North America,WME,
Broken Hope,,,,HEAVY TALENT,
Broken Lizard,,,United Kingdom,WME,
Broken Records,,,Worldwide,WME,
Broken Social Scene,743,"$23,496","Asia, Canada",Paradigm - Toronto,
Broken Social Scene,743,"$23,496",United States,High Road Touring,
Broken Teeth,,,"South America, North America, Australia, Central America",Tone Deaf Touring,
Bronson,,,North America,Paradigm - NYC,
BRONSON,,,North America,Paradigm - NYC,
Bronze Age Fox,,,United States,Dynamic Talent International,
Broods,731,"$17,269",Australia,WME,
Broods,731,"$17,269",Worldwide ex. North America,WME,
Brooke Annibale,,,Worldwide ex. North America,UTA,
Brooke Blair,,,"Worldwide, Central America",WME,
Brooke Eden,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Brooke Fraser,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Brooks & Dunn,"9,390","$1,199,994",North America,WME,
Brooks Wheelan,,,North America,Gersh,
Brookville,,,Worldwide,The M.O.B. Agency,
Brother Ali,566,"$11,466",North America,Mint Talent Group,
Brother Bird,,,North America,APA,
Brother Elsey,112,"$1,568",North America,Madison House,
Brother Joscephus,131,"$2,410",North America,Madison House,
Brother Moses,75,$784,Worldwide,Skyline Artists Agency,
Brother Moses,,,Worldwide,Skyline Artists Agency,
Brothers Osborne,"2,495","$95,077",North America,WME,
Brothers Page,,,North America,Paradigm - NYC,
Brown Sugar,,,Worldwide,UTA,
Brownout,344,"$6,285",North America,The Empire Agency,
Brownstone,,,Worldwide,Universal Attractions Agency,
Brubeck Brothers Quartet,450,"$22,149",North America,ArcArtists,
Bruce,,,"North America, South America, Central America",Surefire Agency,
Bruce Broughton,,,Worldwide,WME,
Bruce Bruce,,,Worldwide ex. North America,ICM Partners,
Bruce Bruce,,,Worldwide ex. North America,ICM Partners,
Bruce Campbell,,,Worldwide,APA,
Bruce Cockburn,438,"$19,015",North America,APA,
Bruce Hornsby,"1,092","$57,609",North America,Paradigm - Monterey,
Bruce In The USA - Trib. to Bruce Springsteen,877,"$19,775",Worldwide,SRO Artists,
Bruce McCulloch,250,"$7,500",United States,Northstar Artists,
Bruce McCulloch,250,"$7,500",United States,Northstar Artists,
Bruce Springsteen,"4,210","$2,142,281",Worldwide,Creative Artists Agency (Music),Los Angeles
Bruce Willis & The Bruce Willis Blues Band,,,Worldwide,United Talent Agency - Beverly Hills,
Bruce Willis & The Bruce Willis Blues Band,,,Worldwide,UTA,
Brujeria,,,North America,33 & West,
BRUNCHBEATZ,,,,Corson Agency,
Bruno Major,414,"$7,344",North America,Paradigm - Beverly Hills,
Bruno Major,414,"$7,344",North America,Paradigm - Nashville,
Bruno Mars,"33,107","$4,591,266","Asia, Australia",WME,
Bruno Mars,"33,107","$4,591,266",Worldwide,WME,
Bruns,,,Worldwide,WME,
Brunswick,,,North America,Paradigm - Beverly Hills,
Brutus,224,"$3,801",North America,WME,
Bryan Adams,"7,095","$450,763",South America,Creative Artists Agency (Music),Los Angeles
Bryan Callen,"1,091","$43,967",North America,Creative Artists Agency (Comedy),Los Angeles
Bryan Callen,"1,091","$43,967",North America,Creative Artists Agency (Music),Los Angeles
Bryan Ferry,"3,266","$259,830",Worldwide ex. North America,WME,
BRYAN JOHN APPLEBY,,,,Duck Club Touring,
Bryce Vine,614,"$13,236",Canada,APA,
Bryce Vine,614,"$13,236",North America,APA,
Bryson Tiller,"2,600","$154,685","Australia, New Zealand, Asia",WME,
Bryson Tiller,"2,600","$154,685",Europe,WME,
Bryson Tiller,,,North America,CLG - Cara Lewis Group,
Brytiago,,,North America,United Talent Agency - Beverly Hills,
Brytiago,,,North America,UTA,
Buck Howdy,,,North America,Great Knight Productions,
Buck Meek,181,"$2,422",North America,Ground Control Touring,
Buck-O-Nine,,,North America,Covert Booking,
Buckcherry,628,"$16,431",North America,TKO,
Buckethead,635,"$16,256",Worldwide,American Artists Corp.,
Buckingham McVie,,,North America,Creative Artists Agency (Music),Los Angeles
Buddy,,,North America,WME,
Buddy Guy,"1,330","$82,553",Worldwide,ICM Partners,
Buddy Miller,"1,198","$47,620",North America,High Road Touring,
Buddy Nielsen,,,North America,APA,
Buffalo Gospel,42,$429,North America,WME,
Buffalo Nichols,,,North America,High Road Touring,
Bugle Podcast,,,Worldwide,Gersh,
Buika,845,"$57,536",Worldwide,Northstar Artists,
Buju Banton,,,Worldwide,ICM Partners,
BUKU,417,"$7,376",North America,United Talent Agency - Beverly Hills,
BUKU,417,"$7,376",North America,UTA,
Bullet For My Valentine,"1,517","$52,749","North America, South America",Creative Artists Agency (Music),Los Angeles
BulletBoys,145,"$2,171",Worldwide,"BTE, Inc.",
Bully,358,"$7,970","North America, South America",Ground Control Touring,
Bülow,203,"$2,963",North America,Paradigm - NYC,
Bülow,203,"$2,963",Canada,APA,
Bumper Jacksons,181,"$4,259",North America,Epstein & Company,
Bumpin Uglies,268,"$3,762",North America,Mint Talent Group,
Bun B,524,"$9,561",non-exclusive,Universal Attractions Agency,
Bunny Ears Podcast,,,United States,WME,
Burna Boy,,,Worldwide,United Talent Agency - Beverly Hills,
Burna Boy,,,Worldwide,UTA,
Burns,,,Worldwide,United Talent Agency - Beverly Hills,
Burns,,,Worldwide,UTA,
Burt Bacharach,"1,549","$120,389",Europe,WME,
Burt Bacharach,"1,549","$120,389",North America,APA,
Burton Cummings,"3,379","$91,094",Worldwide,APA,
Bury Your Dead,334,"$7,481",North America,TKO,
Buscabulla,,,,TBA Agency,
Bush,"4,059","$171,151",Worldwide,United Talent Agency - Beverly Hills,
Bush,"4,059","$171,151",Worldwide,UTA,
Bush Tetras,52,"$1,100",Worldwide,Leafy Green Booking,
Bushwalla,,,North America,Paradigm - NYC,
Busta Rhymes,"2,008","$71,379",Worldwide,APA,
Busted,"3,696","$201,111","North America, South America",Pinnacle Entertainment,
Buster Poindexter,211,"$7,237",North America,APA,
Buster Shuffle,,,North America,Crawlspace Booking,
Busty and the Bass,,,,Goldengate Agency,
Butch,,,North America,Liaison Artists,
Butch Walker,354,"$7,883",North America,Artist Group International,
Butcher Babies,293,"$6,062","United Kingdom, Europe",TKO,
Butcher Babies,312,"$6,565",North America,Artist Group International,
Butcher Brown,,,North America,Madison House,
Butthole Surfers,,,North America,United Talent Agency - Beverly Hills,
Butthole Surfers,,,North America,UTA,
Buzz Believe,,,United States,Dynamic Talent International,
Buzzcocks,"1,167","$65,130",North America,WME,
Buzzy Lee,126,"$1,692",North America,Paradigm - NYC,
"BWB (Braun, Whalum, Brown)",,,North America,APA,
Byron Bowers,,,Worldwide,WME,
Byron Cage,,,Worldwide,Universal Attractions Agency,
Byzantine,,,United States,Dynamic Talent International,
C-Kan,,,North America,33 & West,
C-Kan,,,North America,33 & West,
C.J. Chenier & The Red Hot Louisiana Band,115,"$2,484",Worldwide,The Kurland Agency,
C&C Music Factory,,,non-exclusive,Universal Attractions Agency,
C2 & The Brothers Reed,,,North America,Atlas Touring,
Caamp,"1,134","$25,362",North America,Paradigm - NYC,
Caamp,"1,134","$25,362",North America,Paradigm - Nashville,
Cabbage,226,"$3,875",North America,ICM Partners,
Cable Ties,406,"$8,492",Worldwide ex. UK/Europe,Ground Control Touring,
Cable Ties,,,Worldwide ex. UK/Europe,Ground Control Touring,
Caetano Veloso,"2,106","$162,556","Asia, Australia, North America",International Music Network,
Café Tacvba,"5,459","$216,326","Asia, Australia",WME,
Café Tacvba,"5,459","$216,326",Europe,WME,
Café Tacvba,"5,459","$216,326",North America,WME,
Cage The Elephant,"7,031","$364,120",North America,Artist Group International,
Caifanes,"7,737","$347,706","Australia, Asia",WME,
Caifanes,"7,737","$347,706",Worldwide,WME,
Caissie Levy,,,Worldwide,Gersh,
Caitlin Canty,155,"$2,749",Worldwide,Skyline Artists Agency,
Caitlin Weierhauser,,,Worldwide,Gersh,
Caitlyn Smith,290,"$4,292",North America,WME,
Cajmere,,,Worldwide,Paradigm - Beverly Hills,
Cajmere,,,Worldwide,Paradigm - Nashville,
Cake,"3,967","$209,929",United States,APA,
Cake For Dinner,,,North America,Crossover Touring,
Calabrese,288,"$4,800",North America,Rocky Road Touring,
Caleb Johnson,,,North America,Madison House,
Caleborate,226,"$3,840",North America,Paradigm - Beverly Hills,
Calexico,"1,392","$55,322","Mexico, Canada, United States",Arrival Artists,
California,,,North America,Inland Empire Touring,
California Crooners Club,,,North America,WME,
California Guitar Trio,232,"$6,916",North America,SRO Artists,
California Roots - The Carolina Sessions,,,Worldwide,The Empire Agency,
Call Me By Your Name In Concert,,,North America,WME,
Call Me Karizma,250,"$2,702",North America,Forge Ahead Touring,
Call Super,,,"North America, South America",Liaison Artists,
Call Your Girlfriend,,,Worldwide,WME,
Calle 13,,,North America,Sound Talent Group,
Callie Reiff,,,"Australia, Asia",WME,
Callie Reiff,,,Worldwide,WME,
Caloncho,"2,018","$40,917","North America, Asia, Europe",Creative Artists Agency (Music),Los Angeles
Calum Scott,994,"$25,427",North America,Paradigm - NYC,
Calum Scott,994,"$25,427",North America,Paradigm - Beverly Hills,
Calvin Evans,,,Worldwide,ICM Partners,
Calvin Harris,,,"Australia, Asia",WME,
Calvin Harris,,,Europe,WME,
Calvin Harris,,,North America,WME,
Calynn Green,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Calypso Rose,"2,000","$35,126",United States,Partisan Arts,
Cam,406,"$11,371","Australia, Asia",WME,
Cam,406,"$11,371",North America,WME,
Cam'ron,771,"$22,399",North America,Paradigm - NYC,
Camden Welles,,,Worldwide,United Talent Agency - Beverly Hills,
Camden Welles,,,Worldwide,UTA,
Camelphat,"2,040","$75,693",North America,Paradigm - Beverly Hills,
Camelphat,"2,040","$75,693",North America,Paradigm - Nashville,
Cameo,"1,828","$106,796",non-exclusive,Pyramid Entertainment Group,
Cameo,"1,828","$106,796",non-exclusive,Universal Attractions Agency,
Cameo,"1,828","$106,796",non-exclusive,Red Entertainment Agency,
CAMERA,,,,Space Agency Booking,
Camera Obscura,"1,020","$25,447",North America,Ground Control Touring,
Cameron Dallas,,,Asia,WME,
Cameron Dallas,,,Worldwide,WME,
Cameron Esposito,599,"$16,645",Worldwide,WME,
Cameron Graves,37,$638,Worldwide,The Kurland Agency,
Camila Cabello,"5,039","$266,393","Asia, Australia",WME,
Camila Cabello,"5,039","$266,393",Worldwide,WME,
Camille,,,North America,Partisan Arts,
Camo & Krooked,,,North America,United Talent Agency - Beverly Hills,
Camo & Krooked,,,North America,UTA,
Camp Cope,423,"$7,180",North America,Ground Control Touring,
Camp Lo,,,Worldwide,Universal Attractions Agency,
Campbell Brothers,39,"$1,120",non-exclusive,Cumberland Music Collective,
Can't Swim,140,"$2,038","North America, South America",Sound Talent Group,
Canaan Cox,,,Worldwide,WME,
Canaan Cox,,,Worldwide,WME,
Canaan Smith,,,,Creative Artists Agency (Music),Nashville
Canaan Smith,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Canada's Royal Winnipeg Ballet,,,United States,APA,
Cancer Bats,580,"$12,516",Worldwide,UTA,
Candace Cameron Bure,,,Worldwide,Gersh,
Candi Carpenter,,,Worldwide ex. North America,UTA,
Candi Staton,183,"$4,875",Worldwide ex. North America,UTA,
Candi Staton,183,"$4,875","United States, Canada",Prater Day,
Candiria,,,United States,Dynamic Talent International,
Candle Weather,,,North America,Paradigm - NYC,
Candlebox,"1,047","$40,988",Worldwide,United Talent Agency - Beverly Hills,
Candlebox,"1,047","$40,988",Worldwide,UTA,
Candlemass,,,,HEAVY TALENT,
Candy,,,North America,Ground Control Touring,
Candy Dulfer,520,"$21,041",North America,APA,
Cane Hill,,,North America,Sound Talent Group,
Canned Heat,342,"$15,658",North America,American Artists Corp.,
Cannibal Corpse,762,"$19,406","Australia, United Kingdom, Japan",UTA,
Cannibal Corpse,762,"$19,406","North America, South America",Artist Group International,
Cannons,,,North America,Paradigm - Beverly Hills,
Cantrell,,,Worldwide,ICM Partners,
Canzoniere Grecanico Salentino,,,"South America, South America, South America",Riot Artists,
Cape Francis,,,North America,Mint Talent Group,
Cape Francis,,,North America,Mint Talent Group,
Capital Cities,,,North America,Creative Artists Agency (Music),Los Angeles
Capital Cities,,,"Australia, Asia",WME,
Capital Cities,,,Worldwide ex. North America,WME,
Capitol Steps,842,"$32,644",non-exclusive,Fleming Artists,
Capra,,,,HEAVY TALENT,
Capsize,157,"$1,904",United States,TKO,
Capstan,138,"$2,175",Worldwide ex. North America,United Talent Agency - Beverly Hills,
Capstan,138,"$2,175",Worldwide ex. North America,UTA,
Capstan,138,"$2,175",North America,APA,
Captain Cuts,,,North America,Creative Artists Agency (Music),Los Angeles
Captain Murphy,,,North America,Paradigm - Berkley,
Capyac,604,"$9,481",Worldwide,The Empire Agency,
Car Seat Headrest,978,"$22,380","United States, Asia, Mexico, Africa, Middle East, New Zealand, South America, Australia, Canada",Arrival Artists,
